time,latitude,longitude,depth,mag,m_rr,m_tt,m_pp,m_rt,m_rp,m_tp,reflect_latitude,reflect_longitude
20131108114456200000,50.04,-130.19,10.0,5.0,-1.68e+16,-2.83e+16,4.51e+16,-7.18e+15,-1.02e+16,5.46e+15,53.58,177.24
20131109002045800000,8.07,137.56,27.4,5.23,7.87e+16,-4.03e+16,-3.84e+16,1.86e+16,-2.04e+16,-5.02e+16,22.42,137.6
20131109034513900000,-12.03,167.12,10.9,5.51,-3.6e+15,-1.9e+17,1.94e+17,2.23e+16,2.36e+16,-1.25e+17,12.78,153.9
20131109105820400000,-7.0,129.26,152.8,5.2,1.7e+15,-7.59e+16,7.42e+16,1.83e+16,1.65e+16,5.2e+15,14.77,132.98
20131109145326600000,-28.32,-176.77,10.0,5.47,1.57e+17,-1.82e+16,-1.39e+17,2.29e+16,1.22e+17,-5.12e+16,4.59,161.59
20131109150255800000,-28.6,-176.25,10.0,5.04,3.75e+16,-1.47e+15,-3.6e+16,9.39e+15,2.05e+16,-1.39e+16,4.44,161.83
20131109223750400000,35.92,139.97,64.3,5.63,2.88e+17,2.42e+16,-3.12e+17,-2.69e+16,1.63e+17,-5.64e+16,36.36,138.83
20131110033540400000,52.22,-168.45,6.5,5.04,3.71e+16,-2.87e+16,-8.41e+15,2.7e+16,4.75e+15,-1.51e+16,47.73,160.74
20131110122408800000,-14.57,167.37,175.8,5.05,3.84e+16,-5.82e+15,-3.26e+16,-1.47e+16,-6.91e+15,2.61e+16,11.28,154.06
20131111140007900000,1.85,126.57,24.0,5.06,3.62e+16,9.59e+15,-4.58e+16,-1.2e+16,-2.11e+16,-1.57e+16,19.39,131.5
20131112070351100000,54.69,162.3,43.0,6.5,6.6e+17,-2.18e+17,-4.42e+17,3.59e+18,6.04e+18,6.14e+17,46.41,147.99
20131113015115300000,2.47,90.1,13.7,5.17,-4.38e+15,-5.42e+16,5.86e+16,-2.45e+16,-1.67e+15,3.64e+16,21.27,111.09
20131113035740100000,51.53,-178.99,20.0,5.8,-3.84e+17,-1.58e+17,5.42e+17,3.72e+17,1.66e+17,-1.5e+17,46.24,156.5
20131114141526400000,-18.02,-176.36,9.8,5.01,-1.15e+15,-3.68e+16,3.8e+16,-9e+13,1.64e+16,3.3e+15,10.17,162.74
20131115020034000000,41.43,142.18,46.0,5.53,1.96e+17,-7.4e+15,-1.89e+17,6.44e+16,1.19e+17,-7.7e+16,39.14,139.85
20131115033516700000,51.46,-178.9,25.3,5.4,-8.1e+16,-3.57e+16,1.17e+17,8.78e+16,6.05e+16,-6.58e+16,46.21,156.56
20131115080822600000,-6.66,154.99,35.0,5.19,6.02e+16,-3.47e+16,-2.55e+16,3.39e+16,-2.71e+16,3.63e+16,15.2,147.27
20131115185755200000,28.92,129.66,56.2,5.23,6.56e+16,7.3e+15,-7.29e+16,-2.43e+16,3.93e+16,-3.2e+16,32.91,133.47
20131116102643300000,4.21,90.07,10.0,5.74,-3.24e+16,-1.53e+17,1.85e+17,-1.97e+16,-8.05e+16,-4.83e+17,22.2,111.1
20131116103126400000,23.51,143.21,38.0,5.42,3.66e+16,1.03e+17,-1.39e+17,6.92e+16,9.89e+16,-7.7e+15,30.17,140.63
20131116114441300000,35.6,140.15,59.4,5.51,2.13e+17,2.18e+16,-2.35e+17,-2.42e+16,4.78e+16,-5.2e+15,36.2,138.92
20131118191045400000,34.33,137.05,328.0,5.69,3.07e+17,-4.44e+16,-2.62e+17,1.33e+17,-2.82e+17,7.4e+16,35.54,137.34
20131118213109500000,-10.06,123.76,29.1,5.15,-3.5e+16,-1.84e+16,5.34e+16,-9.99e+15,4.11e+16,2.49e+16,13.44,129.98
20131118222328400000,-30.36,-179.71,334.5,5.31,-6.15e+16,-6e+16,1.22e+17,-5.23e+16,1.3e+15,5e+15,2.99,160.07
20131119092529600000,8.81,138.63,10.3,5.04,-4.15e+16,2.25e+15,3.93e+16,1.41e+16,5.94e+15,1.44e+16,22.8,138.2
20131119133251200000,2.64,128.43,38.0,6.11,6.91e+17,-1.4e+18,7.07e+17,1.86e+17,1.32e+18,-4.98e+17,19.75,132.53
20131119151648000000,8.91,138.53,10.0,5.94,-9.12e+17,-2.1e+16,9.33e+17,1.9e+17,2.63e+17,3.39e+17,22.85,138.14
20131119170044200000,18.48,145.2,511.0,6.0,-1.26e+18,2.27e+17,1.03e+18,-8e+15,4.75e+17,2.72e+17,27.35,141.88
20131120100918400000,12.4,95.15,10.3,5.61,-1.84e+17,1.46e+17,3.77e+16,1.55e+17,1.85e+16,2.58e+17,26.14,114.19
20131122031705700000,46.45,153.07,11.0,5.37,1.19e+17,-4.17e+16,-7.78e+16,2.3e+16,6.85e+16,-7.06e+16,41.88,144.79
20131122053718100000,-0.19,122.95,92.7,5.28,8.81e+16,-3.81e+16,-5e+16,1.25e+16,-2.7e+16,-6.33e+16,18.36,129.45
20131122065125100000,34.46,45.49,6.0,5.67,2.77e+17,-6.95e+16,-2.07e+17,1.99e+17,-1.96e+17,1.29e+17,45.94,90.69
20131122152742700000,-5.11,153.91,124.2,5.18,-2.47e+16,-2.88e+15,2.76e+16,-3.25e+16,-3.38e+16,-5.2e+16,15.86,146.72
20131122172058300000,5.42,92.82,15.6,5.46,-6.47e+16,0.0,6.47e+16,-9.3e+15,-1.13e+17,-1.45e+17,22.64,112.67
20131122183058000000,34.31,45.61,14.0,5.7,3.35e+17,-2.76e+16,-3.08e+17,2.12e+17,-1.05e+17,1.89e+17,45.82,90.69
20131122220425300000,44.59,124.15,10.0,5.25,5.41e+16,4.16e+16,-9.57e+16,-3.83e+16,-2.68e+16,-3.2e+15,40.89,131.3
20131123074832100000,-17.12,-176.54,371.0,6.5,2.5e+18,-1.08e+17,-2.39e+18,-2.75e+18,-5.9e+18,-5.08e+17,10.19,163.05
20131123233042500000,36.58,86.85,7.2,5.66,-4.82e+16,-1.93e+17,2.41e+17,3.15e+16,6.73e+16,3.22e+17,39.52,112.21
20131124084749300000,-24.42,179.26,531.1,5.66,-3.62e+17,2.21e+17,1.41e+17,-5.02e+16,-1.11e+17,-1.88e+17,5.82,160.33
20131124110959300000,-21.68,-179.32,596.2,5.43,-2.31e+16,-3.14e+16,5.44e+16,-8.25e+16,-1.46e+17,-1.63e+16,7.22,161.43
20131124180541700000,34.18,45.62,14.0,5.51,1.9e+17,6.02e+16,-2.5e+17,4.92e+16,-4.58e+16,2.53e+16,45.75,90.65
20131125032354500000,45.87,141.73,19.5,5.21,7.09e+16,-2e+15,-6.88e+16,-7.3e+15,-3.95e+16,1.51e+16,41.36,139.55
20131125055650100000,45.56,151.01,34.0,5.95,9.01e+17,-3.62e+17,-5.39e+17,1.35e+17,4.89e+17,-5.26e+17,41.38,143.9
20131126081125400000,51.52,-174.43,42.2,5.15,4.61e+16,-4.55e+16,-5.5e+14,4.16e+16,1.93e+16,-1.59e+16,46.71,158.47
20131126143028400000,-5.83,150.76,61.2,5.38,-7.39e+16,7.3e+15,6.66e+16,1.01e+17,6.39e+16,5.03e+16,15.52,144.94
20131127174551000000,42.02,141.59,94.8,5.07,-4.45e+16,5.16e+16,-7.17e+15,1.41e+16,-8.18e+15,-3e+15,39.44,139.56
20131128135134000000,29.32,51.31,8.0,5.62,1.55e+17,2.08e+16,-1.76e+17,1.96e+17,2.85e+16,2.11e+17,41.73,92.19
20131128160254100000,0.26,98.56,51.4,5.19,8.92e+15,2.2e+14,-9.14e+15,6.34e+15,-7.51e+16,1.79e+16,19.52,115.82
20131128163910800000,-12.26,166.87,221.4,5.08,4.78e+16,-6.74e+15,-4.11e+16,6.34e+15,-2.39e+16,9.08e+15,12.4,153.89
20131129014420100000,16.83,146.53,46.0,5.44,1.86e+16,-2.1e+15,-1.66e+16,-1.22e+16,1.82e+17,6.5e+15,26.86,142.5
20131129115301000000,-26.71,-176.2,10.0,5.41,1.26e+17,1.07e+16,-1.37e+17,9.3e+15,9.82e+16,-1.39e+16,5.47,162.07
20131129120518800000,-26.68,-176.07,10.0,5.03,4.23e+16,-6.29e+15,-3.61e+16,6.45e+15,1.88e+16,-6.6e+14,5.49,162.14
20131130115411300000,-26.66,-176.32,22.0,5.1,5.07e+16,-1.33e+15,-4.94e+16,5.16e+15,2.53e+16,-1.47e+15,5.48,162.02
20130401185317400000,39.53,143.17,14.0,5.95,6.01e+17,-1.1e+16,-5.9e+17,3.94e+17,7.81e+17,-1.5e+17,38.2,140.36
20130401200432400000,39.54,143.07,15.6,5.21,6.8e+16,-1.17e+16,-5.63e+16,2.33e+16,4.9e+16,-1.05e+16,38.2,140.32
20130401220204200000,-20.85,-178.43,568.7,5.23,-7.74e+16,6.38e+16,1.36e+16,5.27e+16,1.46e+16,-4.3e+15,7.75,161.95
20130402005916600000,66.43,-17.6,10.0,5.27,-5.49e+16,-5.61e+16,1.11e+17,1.76e+16,-1.4e+15,-4.89e+16,72.83,116.71
20130402020847800000,39.51,143.15,16.8,5.51,1.18e+17,-4e+15,-1.14e+17,8.32e+16,1.78e+17,-2.77e+16,38.19,140.36
20130402151341400000,-7.36,128.56,158.1,5.21,7.92e+16,-3.36e+16,-4.56e+16,4.5e+15,1.68e+16,4.06e+16,14.58,132.59
20130403121448200000,-2.5,138.77,72.4,5.17,6.39e+16,-3.48e+16,-2.91e+16,1.78e+16,-2.4e+16,3.63e+16,17.08,138.28
20130403163545100000,19.22,95.65,6.0,5.28,8.26e+16,-1.66e+16,-6.6e+16,-2.59e+16,2.47e+16,7.16e+16,29.66,114.84
20130404022707100000,15.85,121.7,47.4,5.33,4.9e+16,-2.58e+16,-2.32e+16,3.66e+16,1.15e+17,1.47e+16,26.52,128.93
20130404044237800000,35.71,140.79,10.0,5.02,-2.95e+16,5.7e+14,2.9e+16,3.13e+16,1.03e+16,3.21e+15,36.26,139.24
20130404063132000000,36.4,71.11,239.5,5.4,1.22e+17,-1e+17,-2.15e+16,2.84e+16,9.79e+16,-5.66e+16,41.61,103.87
20130404141015200000,-5.57,147.2,185.7,5.23,-6e+14,-5.39e+16,5.45e+16,5.16e+16,-3.65e+16,-2.47e+16,15.46,142.99
20130404151626500000,19.25,95.75,10.7,5.08,4.68e+16,-1.69e+16,-2.99e+16,-4.79e+15,-4.22e+15,3.26e+16,29.67,114.89
20130405130002100000,42.74,131.0,563.3,6.27,6.56e+17,-2.5e+17,-4.07e+17,1.03e+17,-3.09e+18,4.51e+17,39.95,134.33
20130405173528900000,0.22,98.64,31.8,5.14,5.47e+16,-1.66e+16,-3.81e+16,2.75e+16,-1.71e+16,2.68e+16,19.52,115.88
20130405200052800000,36.76,141.34,48.5,5.0,-3.68e+16,2.12e+16,1.56e+16,-3.04e+15,1.26e+16,1.93e+16,36.79,139.5
20130405221045500000,-22.27,170.81,35.0,5.08,5.03e+16,-4.07e+16,-9.6e+15,1.93e+16,-6.14e+15,1.56e+16,7.54,155.48
20130405225501600000,36.45,71.46,103.9,5.36,1.17e+17,-1.4e+17,2.24e+16,4.5e+16,-4e+14,-6.2e+15,41.58,104.31
20130406002955100000,42.73,130.98,562.8,5.77,2.38e+17,-8.55e+16,-1.52e+17,2.89e+16,-5.18e+17,1.01e+17,39.94,134.32
20130406044235900000,-3.52,138.48,66.0,6.97,-2.3e+19,-1.48e+19,3.78e+19,1.14e+19,-1.77e+18,1.03e+19,16.57,138.12
20130406105541000000,-4.68,153.15,58.3,5.33,1.24e+17,-1.11e+17,-1.3e+16,4.4e+16,1.61e+16,-7e+14,16.14,146.27
20130406122705800000,-19.49,-175.11,124.5,5.15,-5.15e+16,1.31e+16,3.84e+16,9.92e+15,-3.38e+16,3.39e+16,9.28,163.42
20130407013121500000,17.46,147.29,61.4,5.28,7.34e+16,1e+15,-7.44e+16,-8.7e+15,7.27e+16,3.5e+15,27.18,142.91
20130407140918900000,35.5,140.8,57.8,5.1,5.19e+16,-7.6e+15,-4.43e+16,1.04e+16,2.47e+16,-1.09e+16,36.16,139.25
20130408185344400000,-7.09,106.07,56.4,5.25,7.52e+16,-6.31e+16,-1.21e+16,4.19e+16,-3.3e+15,4.87e+16,15.35,120.1
20130409085541500000,46.79,152.62,46.4,5.02,2.8e+14,-2.36e+16,2.33e+16,2.56e+16,-2.46e+16,-1.01e+15,42.05,144.57
20130409115249900000,28.43,51.59,12.0,6.3,2.4e+18,-8.46e+17,-1.55e+18,-7.18e+17,4.97e+17,3.1e+18,41.17,92.11
20130410011520300000,-2.82,139.18,39.8,5.02,3.58e+16,-3.06e+16,-5.28e+15,-2.35e+16,7e+15,1.2e+16,16.95,138.5
20130410015827200000,28.35,51.62,15.0,5.46,1.18e+17,-8.93e+16,-2.92e+16,-7.3e+16,3.73e+16,1.65e+17,41.12,92.1
20130410071040600000,28.27,51.75,10.0,5.1,4.58e+16,-3.31e+16,-1.27e+16,-5.8e+15,2.61e+16,2.77e+16,41.05,92.16
20130410075959400000,28.4,51.73,10.0,5.21,7.34e+16,-1.61e+16,-5.73e+16,-7.4e+15,-7.6e+15,4.62e+16,41.12,92.18
20130410191205800000,-11.32,166.24,10.0,5.35,1.3e+15,9.22e+16,-9.35e+16,-5.34e+16,-6.99e+16,-4.97e+16,13.12,153.43
20130410202026800000,20.72,122.06,11.5,5.84,5.27e+17,9.79e+16,-6.25e+17,1.34e+16,2.08e+17,-4.62e+17,28.98,129.25
20130411020323200000,28.43,51.59,15.9,5.02,3.91e+16,-1.17e+16,-2.74e+16,1.1e+15,1.4e+16,1.97e+16,41.17,92.1
20130411034702900000,19.26,95.62,9.9,5.08,4.7e+16,-2.08e+16,-2.62e+16,-1.08e+15,1.59e+16,2.99e+16,29.68,114.82
20130411081734300000,-10.63,166.1,153.0,5.02,3.03e+16,-1.57e+16,-1.47e+16,-5.84e+15,-2.66e+16,-1.86e+16,13.31,153.46
20130411152828800000,-17.34,175.06,21.4,5.65,-2.15e+16,-4.22e+16,6.37e+16,-1.16e+16,-4.73e+16,3.65e+17,10.24,158.07
20130412103412900000,4.43,127.7,121.4,5.22,7.18e+16,-1.33e+16,-5.85e+16,1e+14,-5.55e+16,1.12e+16,20.58,132.1
20130412162225400000,-17.73,-178.93,522.2,5.33,3.44e+16,2.38e+16,-5.83e+16,1.02e+17,2.55e+16,6.07e+16,9.52,161.85
20130412203317500000,34.37,134.83,14.0,5.88,5.72e+17,1.9e+16,-5.9e+17,-4.2e+16,-5.82e+17,1.16e+17,35.59,136.22
20130413070858600000,-6.3,147.82,71.9,5.06,-3.47e+15,4.5e+16,-4.15e+16,1.73e+16,-3.61e+15,-1.4e+16,15.23,143.3
20130413224950500000,-19.14,169.54,280.2,6.02,5.14e+17,-3.74e+17,-1.4e+17,2.02e+17,-7.67e+17,-1e+18,8.81,155.14
20130414001952900000,-6.5,154.6,35.0,5.31,9.43e+16,-6.58e+16,-2.85e+16,5.56e+16,-4.11e+16,3.91e+16,15.27,147.06
20130414013222600000,-6.47,154.61,31.0,6.54,6.37e+18,-3.54e+18,-2.83e+18,3.36e+18,-3.2e+18,3.47e+18,15.29,147.06
20130414051128200000,1.5,126.21,9.7,5.34,8.35e+16,6.15e+16,-1.45e+17,8.4e+15,1.46e+16,-6.97e+16,19.23,131.3
20130414094636200000,-6.55,154.5,36.7,5.03,3.83e+16,-2.11e+16,-1.71e+16,1.91e+16,-1.77e+16,1.45e+16,15.25,147.0
20130414132502300000,37.57,141.31,57.3,5.4,1.27e+17,-2.52e+16,-1.02e+17,4.55e+16,8.45e+16,-4.08e+16,37.2,139.48
20130415225706000000,-15.96,-177.51,445.9,5.21,6.83e+16,-7.93e+16,1.1e+16,1.66e+16,-3.24e+16,1.9e+15,10.66,162.67
20130416034845900000,0.98,125.04,99.6,5.08,3.71e+16,-5.4e+16,1.69e+16,-7.04e+15,1.86e+16,1.57e+16,18.9,130.62
20130416063542200000,-6.58,154.54,10.0,5.04,4.26e+16,-1.63e+16,-2.64e+16,5.75e+15,-1.88e+16,1.71e+16,15.26,147.02
20130416100022600000,-6.59,154.43,7.0,5.72,3.29e+17,-4.71e+16,-2.82e+17,1.07e+17,-3.13e+17,1.49e+17,15.25,146.95
20130416104420200000,28.03,62.0,80.0,7.74,-4.32e+20,4.28e+20,4e+18,1.4e+20,1.39e+20,1.95e+20,38.76,97.53
20130416225526700000,-3.21,142.54,13.0,6.6,5.31e+18,-2.38e+18,-2.93e+18,-7.2e+17,7.2e+18,5.2e+18,16.8,140.37
20130417014600100000,25.95,99.78,38.3,5.33,-9.94e+16,8.4e+15,9.1e+16,1.01e+17,4.9e+15,-3e+15,32.79,117.55
20130417031552400000,28.11,62.35,56.2,5.65,-3.19e+17,3.61e+17,-4.21e+16,1.1e+17,5.43e+16,1.09e+17,38.74,97.78
20130417050503000000,-2.77,138.75,50.4,5.58,3e+14,8.85e+16,-8.88e+16,9.08e+16,-4e+14,-2.63e+17,16.97,138.27
20130417064259600000,24.77,123.31,2.8,5.34,-1.08e+17,1.22e+17,-1.34e+16,4.39e+16,3.43e+16,2.45e+16,30.98,130.03
20130417065018100000,24.87,123.23,9.4,5.26,-8.1e+16,9.29e+16,-1.19e+16,3.9e+16,1.32e+16,1.07e+16,31.03,129.99
20130417072559300000,24.81,122.97,9.6,5.19,-6.96e+16,7.45e+16,-4.8e+15,2.47e+16,7.1e+15,1.45e+16,31.01,129.85
20130417085733900000,33.96,139.35,8.8,5.73,-3.43e+16,-1.59e+17,1.94e+17,-4.35e+16,-4.43e+16,-4.66e+17,35.38,138.52
20130417095112200000,7.26,124.93,56.4,5.38,-6.2e+15,1.35e+17,-1.28e+17,-3.78e+16,-4.32e+16,-4.34e+16,22.11,130.59
20130417120331800000,38.47,141.63,50.5,5.93,7.69e+17,-6.7e+16,-7.02e+17,2e+17,5.9e+17,-1.84e+17,37.65,139.63
20130418130315400000,3.6,126.76,45.9,5.06,4.8e+16,-2.54e+15,-4.54e+16,4.86e+15,-8.5e+15,1.39e+16,20.25,131.6
20130418140835400000,24.92,123.36,10.0,5.47,-1.44e+17,1.79e+17,-3.45e+16,1.04e+17,4.75e+16,4.25e+16,31.05,130.06
20130419030552700000,46.22,150.79,110.0,7.25,-1.86e+19,4.46e+19,-2.6e+19,7.91e+19,3.78e+19,-5.5e+18,41.73,143.79
20130419172517200000,-14.97,166.86,48.8,5.21,7.26e+16,-9.2e+15,-6.34e+16,2.84e+16,-5.4e+15,3.35e+16,11.21,153.68
20130419175141400000,-11.98,121.63,15.2,5.83,-1.35e+17,5.41e+17,-4.06e+17,-3.21e+17,-3.58e+17,-7.36e+16,12.51,128.84
20130419195840200000,49.97,157.65,15.0,6.06,1.26e+18,-3.86e+17,-8.71e+17,4.78e+17,7.96e+17,-6.06e+17,43.82,146.56
20130420000247500000,30.31,102.89,14.0,6.6,9.5e+18,-1.13e+18,-8.37e+18,-3.9e+17,1.56e+18,-4.52e+18,34.8,119.59
20130420033415600000,30.19,102.95,10.0,5.4,1.71e+17,-5.18e+16,-1.19e+17,-2.1e+16,1.24e+16,-5.14e+16,34.73,119.61
20130420034202000000,-5.0,152.11,65.3,5.63,3.32e+17,-3.13e+17,-1.88e+16,7.86e+16,-3.55e+16,-9.73e+16,15.95,145.7
20130420045112000000,-6.29,130.22,108.1,5.95,2.22e+17,-8.74e+17,6.52e+17,-2.47e+17,2.46e+17,6.41e+17,15.17,133.52
20130420131250500000,50.1,157.15,18.0,6.06,1.3e+18,-4.22e+17,-8.75e+17,4.73e+17,7.28e+17,-6.17e+17,43.87,146.33
20130421032216200000,29.93,138.89,421.9,6.12,-1.34e+18,1.58e+18,-2.45e+17,1.48e+17,-1.02e+18,5.64e+17,33.26,138.32
20130421035937500000,30.23,103.01,10.0,5.03,3.95e+16,-1.09e+16,-2.87e+16,-1.23e+16,9.45e+15,-2.29e+16,34.75,119.65
20130421090523500000,30.32,103.0,15.7,5.16,7.17e+16,-2.75e+16,-4.41e+16,-2.98e+15,2.29e+15,-3.18e+16,34.79,119.65
20130421134829500000,51.66,-178.24,44.0,5.61,2.97e+17,-2.45e+17,-5.19e+16,6.78e+16,1.07e+17,-1.38e+17,46.38,156.81
20130422043636600000,51.1,179.39,18.0,5.62,2.41e+17,-2.37e+17,-3.9e+15,2.06e+17,9.58e+16,-5.98e+16,45.87,155.9
20130422060130200000,50.88,178.85,38.0,5.02,3.73e+16,-3.31e+16,-4.22e+15,1.89e+16,1.18e+16,-6.76e+15,45.72,155.74
20130422074727600000,-16.8,176.29,10.0,5.25,-6.33e+15,-1.29e+16,1.92e+16,1.44e+16,-1.28e+16,9.03e+16,10.57,158.77
20130422102244600000,50.08,157.49,51.6,5.21,2.16e+16,-3.41e+15,-1.81e+16,3.74e+16,7.13e+16,-6.19e+15,43.88,146.5
20130422234047500000,-29.79,-176.23,12.6,5.33,-8.91e+16,-3.67e+16,1.26e+17,-3.25e+16,-3.51e+16,3.88e+16,3.8,161.7
20130423231440600000,-3.9,152.13,10.0,6.49,1.08e+17,6.57e+18,-6.68e+18,-8.4e+16,-5.19e+17,1.27e+18,16.57,145.69
20130424031146200000,-6.65,148.42,10.0,5.1,6.08e+15,-8.59e+15,2.52e+15,-2.21e+16,-7.17e+15,5.13e+16,15.13,143.62
20130424062119200000,32.4,139.09,221.7,5.08,2.63e+16,-2.46e+16,-1.76e+15,9.51e+15,-3.55e+16,-2.94e+16,34.57,138.4
20130424092530000000,34.53,70.22,63.8,5.52,1.13e+17,9.23e+16,-2.05e+17,-1.19e+17,6.19e+16,9.7e+16,40.78,103.3
20130424140856400000,-18.69,169.26,219.6,5.44,8.96e+16,2.55e+16,-1.15e+17,9.47e+16,-2.91e+16,-1.15e+17,9.13,154.96
20130426065328900000,-28.68,-178.92,351.0,6.15,3.65e+17,-1.3e+18,9.39e+17,-1.05e+18,-1.36e+18,-4.83e+17,3.88,160.69
20130426201018000000,-16.84,-177.02,69.2,5.04,-1.63e+16,-2.86e+16,4.49e+16,-1.29e+16,2.28e+16,4.3e+15,10.71,162.5
20130429130144700000,35.7,140.98,35.0,5.64,2.58e+17,-1.97e+16,-2.38e+17,8.28e+16,2.37e+17,-8.45e+16,36.26,139.33
20130430103308200000,0.14,119.84,58.0,5.35,7.25e+16,5.34e+16,-1.26e+17,-4.52e+16,-6.71e+16,-9.6e+15,18.63,127.73
20130430201718800000,-17.63,167.92,4.5,5.07,3.91e+16,-2.01e+15,-3.7e+16,1.26e+16,-2.98e+16,4.32e+15,9.92,154.14
20130301032946800000,21.76,143.98,153.2,5.47,7.14e+16,-1.32e+17,6.1e+16,1.01e+17,1.39e+17,4.86e+16,29.25,141.08
20130301125351100000,50.9,157.45,33.0,6.37,4.02e+18,-9.4e+17,-3.08e+18,9.46e+17,1.64e+18,-1.86e+18,44.28,146.38
20130301132049900000,50.96,157.41,29.0,6.54,7.19e+18,-2.35e+18,-4.85e+18,2.21e+18,2.73e+18,-3.53e+18,44.31,146.36
20130302001108400000,5.51,126.98,86.6,5.17,5.3e+16,2.49e+16,-7.79e+16,2.14e+16,1.15e+15,5.19e+15,21.17,131.72
20130302013038600000,24.68,92.22,38.7,5.24,4.37e+16,-5.99e+16,1.62e+16,5.74e+16,-7e+14,5.04e+16,32.79,113.38
20130302075343800000,-22.06,170.12,45.9,5.06,3.75e+16,-1.43e+16,-2.32e+16,1.81e+16,-2.2e+16,2.25e+16,7.62,155.13
20130302154318600000,-11.36,165.06,10.0,5.13,-4.81e+16,1.41e+16,3.39e+16,-3.96e+16,2.51e+16,-1.02e+16,13.07,152.77
20130302214720000000,-3.46,145.16,10.0,5.41,1.47e+16,-2.34e+16,8.7e+15,6.7e+15,2.2e+16,1.64e+17,16.7,141.82
20130303022713300000,-10.18,161.27,107.1,5.01,-1.32e+15,7.6e+14,5.5e+14,-5.31e+15,2.13e+16,3.53e+16,13.46,150.75
20130303031226000000,38.61,71.59,11.6,5.06,5.45e+15,-5.18e+16,4.64e+16,-2.1e+14,-2.38e+15,-4.1e+14,42.68,105.07
20130303032521200000,-7.19,145.9,190.4,5.65,4.63e+16,2.9e+15,-4.92e+16,4.88e+16,2.99e+17,2.23e+17,14.62,142.26
20130303054116900000,25.98,99.81,8.0,5.37,-1.27e+17,-1.85e+16,1.46e+17,2.83e+16,2.68e+16,-2.24e+16,32.82,117.59
20130304205635400000,50.81,157.22,49.2,5.33,1.14e+17,-3.49e+16,-7.89e+16,2.61e+16,4.46e+16,-5.45e+16,44.24,146.3
20130305035828700000,-5.14,152.59,10.0,5.18,5.26e+16,-5.19e+16,-7.1e+14,5.14e+16,6.55e+15,-2.17e+15,15.95,145.94
20130305060634000000,-5.21,152.56,22.0,5.8,4.72e+17,-4.41e+17,-3.06e+16,4.29e+17,3.05e+16,-6.49e+16,15.9,145.93
20130305083353200000,67.64,142.41,10.0,5.12,4.8e+16,-3.15e+16,-1.65e+16,8.71e+15,-1.3e+16,4.31e+16,52.25,139.19
20130305114021800000,-19.45,167.75,42.2,5.06,-4.05e+16,1.17e+15,3.94e+16,-1.25e+16,2.49e+16,-8.94e+15,8.93,153.98
20130305203245500000,27.39,128.3,51.1,5.15,5.69e+16,-1.73e+16,-3.96e+16,1.88e+16,1.61e+16,-3.49e+16,32.17,132.72
20130306091558800000,-22.4,171.05,12.0,5.48,-3.43e+16,-1.33e+17,1.67e+17,3.28e+16,4.46e+16,1.4e+17,7.5,155.59
20130306093823500000,-22.28,171.11,10.0,5.25,-1.27e+16,-5.7e+16,6.97e+16,3.2e+15,3.41e+16,6.29e+16,7.57,155.63
20130307033646100000,24.31,121.49,15.2,5.52,-2.1e+17,6.52e+16,1.45e+17,4.39e+16,1e+17,-1.06e+17,30.8,129.04
20130307205552900000,-18.97,169.38,236.5,5.45,1.06e+17,6.93e+16,-1.75e+17,8.87e+16,-5.27e+16,3.07e+16,8.96,155.02
20130308045520500000,-5.23,125.77,14.4,5.38,-9.5e+15,-1.42e+17,1.51e+17,-1.86e+16,-1.28e+16,-1.47e+16,15.85,131.06
20130309121633600000,43.17,144.72,102.8,5.0,-2.63e+16,2.58e+16,5.6e+14,2.74e+16,3.06e+15,1.13e+16,40.06,141.05
20130309145628800000,50.89,157.22,39.0,5.8,5.71e+17,-2.49e+17,-3.22e+17,1.82e+17,1.47e+17,-2.91e+17,44.27,146.29
20130309201131900000,42.63,144.94,48.5,5.03,-3.8e+16,4.28e+16,-4.82e+15,1.73e+16,3.7e+14,6.22e+15,39.78,141.16
20130310040803700000,0.02,125.59,27.6,5.04,2.11e+16,-2.14e+16,2.8e+14,1.31e+16,1.85e+16,-3.86e+16,18.48,130.95
20130310054044400000,12.51,141.99,35.0,5.09,-4.52e+16,3.34e+16,1.17e+16,2.72e+16,-3.47e+15,-2.54e+16,24.65,140.04
20130310164919800000,-5.3,151.52,60.0,5.69,3.76e+17,-4.15e+17,3.89e+16,5.95e+16,-1.14e+17,-1.21e+17,15.8,145.36
20130310171105000000,59.31,-154.22,8.3,5.18,-1.21e+16,-6.44e+16,7.65e+16,2.2e+16,1.12e+16,-4.8e+15,53.03,163.22
20130310221103800000,-6.72,148.35,10.0,5.37,-3.6e+15,-2.82e+16,3.18e+16,-6.82e+16,-6.7e+15,1.21e+17,15.09,143.58
20130310225150800000,-6.6,148.17,28.0,6.53,-2.16e+17,-1.18e+18,1.39e+18,-2.58e+18,1.35e+18,7.33e+18,15.13,143.49
20130311014324100000,-6.66,148.46,14.2,5.45,5.12e+16,-1.8e+15,-4.94e+16,-5.41e+16,-5.3e+15,1.73e+17,15.12,143.64
20130311021547100000,-6.67,148.41,27.0,5.35,9.3e+15,-5.2e+15,-4e+15,-4.4e+16,-2.89e+16,1.22e+17,15.1,143.62
20130311030137500000,40.12,77.47,10.0,5.15,1.83e+16,-1.39e+16,-4.37e+15,6.07e+16,2.02e+16,-1.48e+16,42.55,108.32
